"model","year","transmission","mileage","fuelType","tax","mpg","engineSize","price"
5,2020,3,105,3,145,49.6,2,27990
3,2020,1,105,2,145,56.5,2,23990
4,2020,3,105,2,145,65.7,2,24490
5,2020,3,103,3,145,62.8,2,28990
3,2019,3,3858,2,145,52.3,2,28750
5,2014,3,38094,2,30,62.8,2,12995
16,2016,1,31915,2,20,68.9,2,14990
4,2015,1,33636,2,145,55.4,2,15780
5,2020,3,104,1,145,50.4,2,26990
5,2019,3,9535,2,145,65.7,2,26790
4,2015,3,27142,2,30,65.7,2,16980
1,2016,1,37179,2,30,65.7,2,12990
17,2020,3,101,1,145,40.4,2,25990
3,2020,3,105,2,145,51.4,2,31490
13,2020,3,105,1,145,32.5,3,47950
1,2019,3,5831,1,145,40.4,1.5,23780
3,2020,1,101,2,145,58.9,2,22990
24,2020,3,105,1,145,38.7,2,30990
17,2020,3,2095,1,145,40.4,2,26450
4,2019,3,2129,1,145,45.6,2,23995
13,2019,3,5486,1,145,34,3,42485
6,2016,3,15668,1,260,35.8,3,26580
20,2019,3,4729,2,145,37.7,3,50990
4,2018,3,18501,1,145,48.7,2,22440
3,2019,3,6251,2,145,62.8,2,23980
4,2019,3,2791,1,145,45.6,2,23750
2,2020,3,1743,1,150,50.4,1.5,23990
17,2020,3,1576,1,150,38.7,2,23990
3,2019,1,2039,2,145,54.3,2,27450
3,2019,1,104,2,145,54.3,2,28990
16,2019,1,105,2,145,40.4,2,27490
24,2020,3,101,1,145,38.7,2,30990
19,2020,3,7724,2,145,37.2,3,45990
3,2020,3,5875,2,145,45.6,3,37990
21,2020,3,3340,2,145,34.9,3,55890
4,2019,3,102,2,145,65.7,2,24990
2,2019,3,11757,1,145,47.9,2,20950
1,2019,1,10069,2,145,72.4,1.5,15990
17,2018,3,11594,2,145,58.9,2,23450
5,2017,3,15985,2,150,65.7,2,22990
1,2017,3,16718,1,150,39.8,3,21980
18,2020,3,6992,2,150,54.3,2,37990
21,2017,3,19311,2,150,47.1,3,32990
11,2020,3,101,1,150,29.1,3,44995
3,2019,2,1241,2,145,62.8,2,24950
20,2019,2,11918,2,145,37.7,3,44875
3,2019,3,4416,2,145,52.3,2,28950
3,2019,1,4697,2,145,64.2,2,24990
18,2018,3,5458,2,145,56.5,2,29980
13,2019,3,13,1,145,32.5,3,48940
8,2020,3,5490,1,145,31.7,3,59990
24,2020,3,103,1,145,37.2,2,33850
17,2020,3,101,2,145,52.3,2,24850
5,2020,3,102,1,145,52.3,2,26990
5,2020,3,103,3,145,60.1,2,29990
3,2019,3,5627,1,145,47.9,2,24640
5,2019,3,8351,2,145,65.7,2,26350
5,2019,3,6360,2,145,65.7,2,26350
5,2019,3,12241,2,145,65.7,2,26350
4,2019,3,7670,2,145,65.7,2,24975
17,2019,3,3616,2,145,61.4,2,24890
18,2016,3,30205,2,200,47.1,3,24950
5,2020,3,105,2,145,53.3,3,38990
17,2019,3,9872,2,145,61.4,2,23975
21,2018,3,16334,2,145,40.9,3,37790
2,2020,3,13,1,145,47.9,2,22990
4,2020,3,101,2,145,65.7,2,25980
16,2019,3,5628,1,145,44.8,2,28790
3,2019,3,1989,1,145,47.9,2,23980
5,2019,3,5441,2,145,65.7,2,26340
3,2019,3,8114,2,145,48.7,2,28450
5,2019,3,7460,2,145,65.7,2,26350
16,2019,3,5559,1,145,44.8,2,28790
5,2017,3,36779,2,145,62.8,2,19990
3,2017,3,18224,2,145,53.3,3,23990
17,2019,3,103,1,145,39.2,2,24775
3,2019,3,2804,2,145,52.3,2,31450
3,2019,3,4327,2,145,49.6,2,32990
5,2020,3,3704,3,145,49.6,2,33990
3,2020,3,3698,2,145,43.5,3,42990
4,2018,3,17503,1,145,48.7,2,21980
16,2019,3,4269,2,145,60.1,2,26950
2,2019,3,19,2,145,49.6,2,23490
5,2019,2,13,1,145,48.7,2,31450
5,2019,2,12,2,145,53.3,3,33950
13,2019,3,102,1,145,34,3,41945
20,2020,3,5899,2,145,37.7,3,52990
16,2016,3,26656,2,125,57.6,2,17990
20,2013,2,53102,2,300,38.2,3,17990
3,2019,3,3965,1,145,40.9,2,31450
18,2013,3,73312,2,160,50.4,2,12220
3,2018,3,35722,2,150,62.8,2,18998
1,2019,1,9391,1,145,38.7,1.5,15498
1,2018,1,11784,2,145,49.6,2,16998
1,2019,1,11211,2,150,70.6,1.5,17498
3,2019,2,4393,1,145,48.7,2,20147
5,2015,3,54386,2,30,62.8,2,12950
3,2015,2,33003,2,145,56.5,3,15995
4,2017,3,22945,1,145,48.7,2,19300
4,2019,2,17,2,145,55.4,3,26980
21,2016,2,38494,2,200,47.1,3,29980
18,2019,2,4464,2,145,54.3,2,30780
3,2019,3,4025,2,150,43.5,3,38980
24,2015,1,18089,1,205,41.5,2,17990
2,2019,3,8950,2,145,57.7,2,24480
4,2018,3,32785,1,145,41.5,3,24980
16,2019,3,4884,1,145,44.8,2,27890
16,2019,3,5490,1,145,44.8,2,27890
20,2019,3,9192,2,145,33.6,3,56980
1,2014,3,20402,2,30,64.2,2,13990
20,2017,2,31500,2,145,47.1,3,32990
6,2020,3,6,1,145,42.8,2,34490
3,2019,3,10405,2,150,52.3,2,26980
8,2020,3,3242,1,150,33.6,3,56990
18,2019,3,9330,2,150,36.7,3,40990
19,2019,3,2294,2,150,40.9,3,36980
4,2019,3,8215,2,150,50.4,3,30980
4,2019,3,4984,2,150,49.6,3,30490
4,2019,3,7041,2,150,60.1,2,23490
18,2019,3,5253,2,150,54.3,2,34980
17,2019,3,5321,2,150,50.4,2,28780
1,2018,3,4664,1,150,39.8,3,23990
19,2019,3,8432,2,150,42.8,2,36490
1,2019,1,15,2,145,72.4,1.5,19980
1,2019,1,15,2,145,68.9,2,20980
2,2019,3,9531,2,150,64.2,2,24490
4,2019,3,4954,2,150,65.7,2,24490
4,2019,3,3169,2,150,53.3,3,28980
3,2019,3,6313,1,150,41.5,2,31990
4,2019,3,8268,2,150,60.1,2,25590
16,2019,3,7164,2,150,60.1,2,25990
16,2019,3,9385,1,145,48.7,2,26480
16,2019,3,8785,2,145,50.4,2,26490
20,2019,3,6046,1,145,27.2,3,48990
13,2019,2,123,1,145,34,3,41490
2,2019,2,15,1,145,53.3,1.5,22980
4,2019,3,1652,2,145,65.7,2,24980
13,2015,3,26637,1,300,34,3,29990
5,2019,2,9509,2,145,53.3,3,32980
3,2019,3,4713,1,145,34.9,3,37890
17,2020,3,2501,1,150,38.7,2,26980
18,2019,3,5014,2,150,54.3,2,34980
1,2019,3,8026,2,145,53.3,2,24480
5,2016,3,31200,2,20,68.9,2,15990
16,2019,3,4292,1,145,48.7,2,27990
5,2015,3,29952,2,30,62.8,2,15990
18,2019,3,5427,2,145,54.3,2,33980
17,2020,3,23,2,145,61.4,2,25980
24,2020,3,13,1,145,38.7,2,29490
1,2014,3,9024,1,125,50.4,1.6,12490
16,2016,2,30715,2,125,57.6,2,20490
20,2019,3,9617,2,145,37.7,3,45980
5,2018,3,26715,2,150,68.9,2,23290
1,2017,3,24965,1,150,39.8,3,21980
4,2019,3,18980,2,150,58.9,2,23480
3,2017,3,40010,2,150,49.6,3,23990
18,2019,3,3082,2,150,36.7,3,40980
1,2019,3,3069,1,150,34.5,2,29490
1,2016,3,27402,1,150,47.9,2,16490
3,2019,2,4816,2,145,43.5,3,38480
8,2019,2,3948,1,145,33.2,3,58990
17,2019,3,4484,1,145,39.2,2,26980
17,2019,3,2714,1,145,39.2,2,28990
3,2019,2,123,1,145,41.5,2,31980
2,2019,2,123,1,145,38.2,3,30480
4,2016,2,27214,1,200,41.5,3,23480
1,2019,3,7632,2,145,68.9,1.5,18940
4,2019,3,6567,1,145,48.7,2,23490
3,2019,3,9309,2,145,57.7,2,25480
3,2017,1,22723,1,150,48.7,2,15490
1,2019,1,8328,2,145,65.7,2,18980
1,2019,3,1178,2,145,51.4,2,27480
3,2019,3,8010,1,145,45.6,2,25900
16,2019,3,5490,1,145,38.7,2,27780
2,2019,2,8452,2,145,61.4,2,22990
2,2019,3,8171,2,145,51.4,2,20490
2,2019,3,8841,2,145,51.4,2,20690
2,2019,3,3578,2,145,51.4,2,20490
3,2019,3,4990,2,145,62.8,2,24990
2,2019,3,12320,1,145,40.9,1.5,19780
2,2019,3,7891,2,145,65.7,2,19990
2,2019,2,7561,1,145,47.9,2,23490
16,2019,2,11919,2,145,60.1,2,29980
1,2019,1,10302,2,145,70.6,1.5,18480
1,2019,1,6215,1,145,44.1,1.5,20980
2,2020,3,11,1,145,50.4,1.5,20980
1,2019,3,12166,2,145,67.3,2,19980
3,2017,3,32500,2,150,64.2,2,18490
3,2016,3,15634,2,125,57.6,2,18490
2,2018,1,3580,1,145,52.3,1.5,18480
5,2019,3,4003,2,145,55.4,2,30980
4,2016,2,17944,2,30,65.7,2,18990
4,2018,2,28970,1,145,45.6,2,18990
5,2017,2,14459,2,145,65.7,2,22998
1,2019,1,4968,1,145,53.3,1.5,15980
3,2019,3,6506,2,145,52.3,2,26980
20,2019,3,4799,3,140,188.3,3,72990
20,2014,2,37563,2,205,47.1,3,26990
6,2015,3,46659,2,160,49.6,3,20490
5,2017,3,15335,2,145,65.7,2,24470
18,2019,3,20792,1,145,30.4,2,30190
2,2016,3,27749,1,200,39.8,3,20701
3,2018,3,59348,2,150,57.6,2,19998
1,2017,3,15010,1,145,39.8,3,20998
1,2017,3,20000,1,205,39.8,3,19845
16,2016,2,12389,2,125,57.6,2,19499
17,2019,3,2188,1,150,34.9,2,31800
16,2017,3,6147,2,145,60.1,2,23680
5,2019,3,3979,2,145,65.7,2,26800
16,2019,3,4357,2,145,60.1,2,25990
8,2019,3,1135,2,145,40.4,3,58940
1,2016,1,22054,2,20,72.4,1.5,11985
20,2016,2,49092,2,200,47.1,3,27785
5,2016,3,11454,2,160,51.4,3,20390
4,2018,3,14299,1,145,48.7,2,21415
1,2016,1,40358,2,30,65.7,2,14270
18,2019,3,14594,1,145,30.4,2,31190
16,2019,3,8140,1,145,35.3,2,26690
3,2019,3,2459,1,145,34.9,3,37980
3,2019,1,2236,2,145,54.3,2,26480
2,2019,3,6235,1,145,50.4,1.5,20980
7,2019,3,706,2,145,44.1,3,52700
1,2019,1,7645,1,145,41.5,1.5,24490
1,2019,1,7734,1,145,41.5,1.5,21990
2,2019,3,9401,2,145,56.5,1.5,17990
17,2019,3,10058,2,145,52.3,2,24790
2,2020,3,5,2,145,48.7,2,34975
3,2019,3,3910,1,145,42.2,2,27480
3,2019,3,6930,1,145,42.2,2,25900
4,2019,2,9846,2,145,65.7,2,21970
3,2019,2,6178,1,145,41.5,2,28480
1,2019,1,7990,2,145,65.7,2,19490
3,2017,3,26284,2,145,62.8,2,18980
17,2019,2,6351,2,145,61.4,2,23980
3,2019,3,10922,1,145,41.5,2,26495
1,2015,3,66471,1,145,47.9,1.6,13440
2,2017,2,25154,1,200,39.8,3,19980
3,2019,3,5983,1,145,47.9,2,26480
19,2019,2,5769,2,145,37.2,3,41980
3,2019,3,19494,1,145,48.7,2,21220
21,2019,3,1629,2,145,34.9,3,61895
17,2020,3,103,1,145,34,2,40195
3,2020,3,2500,1,145,33.6,3,45000
20,2019,3,2151,2,145,33.6,3,61083
22,2019,3,3670,2,145,33.6,3,65000
5,2019,3,3102,1,145,50.4,2,28000
13,2016,3,27523,1,300,34,3,30990
16,2017,3,17905,2,145,57.6,2,22310
2,2017,3,7910,1,145,53.3,1.5,16490
3,2019,3,4117,1,145,47.9,2,26480
1,2019,1,2568,1,145,52.3,1.5,19980
16,2019,3,5385,1,145,35.3,2,25890
17,2019,3,2055,1,145,39.2,2,27980
2,2016,3,14041,1,160,45.6,2,19780
17,2019,2,7141,1,145,40.4,2,21480
3,2019,3,4873,1,145,34.9,3,37980
1,2016,1,21291,2,30,65.7,2,13900
1,2017,3,19000,2,20,68.9,1.5,15995
18,2016,3,42255,2,200,47.9,3,21550
4,2017,3,15333,1,160,45.6,2,19997
1,2017,3,15985,1,145,39.8,3,22490
4,2019,3,9420,1,145,48.7,2,22990
5,2017,3,24927,2,145,53.3,3,23490
18,2016,3,44414,2,145,54.3,2,20695
4,2016,3,8814,2,160,50.4,3,24490
1,2014,3,75500,1,160,44.8,2,10995
2,2016,1,37648,2,30,64.2,2,13995
3,2016,1,41500,1,145,48.7,2,12995
4,2016,1,36800,1,160,46.3,2,15495
1,2016,1,61800,2,20,72.4,1.5,9895
3,2016,2,86500,2,20,70.6,2,11590
1,2013,1,93000,2,0,74.3,1.6,6395
2,2019,3,5466,1,145,39.2,1.5,20975
1,2017,1,23205,2,30,65.7,2,15298
3,2016,3,46649,3,0,134.5,2,15998
2,2016,1,32015,2,20,74.3,1.5,10170
13,2017,3,32329,1,145,34,3,34890
2,2016,3,3866,2,20,72.4,1.5,14220
1,2015,3,38436,2,125,60.1,2,13491
3,2015,1,77963,2,30,65.7,2,10490
3,2014,3,54931,2,125,60.1,2,12681
1,2013,1,31144,1,150,50.4,1.6,10391
5,2017,3,8213,2,150,62.8,2,23495
1,2016,1,24618,1,300,35.3,3,16990
18,2016,2,44950,2,200,47.1,3,20850
1,2015,3,37873,1,235,37.7,3,17271
3,2013,3,29496,1,200,43.5,2,11280
1,2014,1,40175,2,30,65.7,2,9037
16,2013,1,40812,2,160,51.4,2,9470
2,2019,1,1391,2,145,60.1,2,24450
4,2019,2,5685,2,145,52.3,3,28980
18,2016,3,34306,2,145,54.3,2,20490
5,2018,3,5823,2,145,49.6,2,24995
2,2016,1,24488,1,125,53.3,1.5,14990
2,2017,3,7918,1,145,39.8,3,23490
1,2017,1,30641,2,20,70.6,1.5,13659
4,2016,2,20685,2,30,65.7,2,17495
4,2016,3,46500,2,160,52.3,3,16591
2,2015,1,70067,2,20,68.9,2,8691
6,2013,3,54483,2,160,51.4,3,16640
5,2016,2,59058,2,160,51.4,3,15230
16,2016,1,29890,2,125,60.1,2,15037
3,2018,3,26173,2,145,60.1,2,18250
3,2016,2,42666,2,0,74.3,2,12900
2,2020,1,25,1,145,52.3,1.5,24980
2,2020,1,103,1,145,52.3,1.5,24290
3,2019,3,104,2,145,52.3,2,29950
2,2019,2,3935,2,145,68.9,2,21980
2,2019,2,2766,1,145,50.4,2,22990
16,2019,1,6907,2,145,68.9,2,23975
16,2019,2,5241,2,145,50.4,2,27480
2,2019,1,3513,1,145,52.3,1.5,21975
3,2015,1,73785,2,30,61.4,2,8697
3,2015,3,37798,2,30,64.2,2,13995
1,2016,3,21105,1,235,37.7,3,18750
1,2018,1,7948,2,145,65.7,2,16695
18,2016,3,45734,2,145,54.3,2,20090
3,2016,1,37550,2,30,62.8,2,13990
1,2016,1,25863,1,125,52.3,1.5,14490
1,2017,1,30800,2,145,62.8,2,15990
20,2015,2,35228,2,160,50.4,2,26895
4,2019,3,6100,1,145,45.6,2,23591
3,2016,3,54584,2,160,51.4,3,17391
3,2019,3,38231,2,145,52.3,2,23895
3,2019,3,21656,2,145,52.3,2,24895
4,2018,3,34384,2,145,55.4,3,21895
2,2017,3,15500,1,150,48.7,2,17895
9,2015,2,65800,3,0,470.8,0,14285
3,2015,3,26762,2,165,51.4,3,18980
3,2020,3,13,1,150,42.2,2,26480
3,2018,3,1600,1,150,51.4,2,18980
2,2018,3,9500,1,145,39.8,3,25295
2,2020,3,10,1,145,50.4,1.5,20980
5,2019,3,5000,1,145,48.7,2,28990
20,2013,2,63583,2,200,45.6,3,20140
16,2018,3,2570,1,145,37.7,2,22397
16,2016,1,29863,2,125,58.9,2,17261
3,2019,3,3853,1,145,41.5,2,26922
3,2016,2,14209,2,0,74.3,2,14761
5,2016,3,41695,2,30,62.8,2,14595
3,2019,3,21730,2,145,52.3,2,24895
3,2017,1,70067,2,145,68.9,2,11998
3,2017,3,25533,1,145,48.7,2,21298
2,2016,1,16260,2,20,68.9,1.5,13998
1,2017,3,26072,1,200,39.8,3,21498
4,2019,3,15856,2,145,65.7,2,21998
4,2018,3,22866,1,145,48.7,2,20498
2,2015,3,41896,1,260,37.2,3,17498
1,2014,1,61500,2,30,62.8,2,10998
2,2018,3,10600,1,150,38.2,2,17990
5,2019,3,9165,1,145,50.4,2,23990
2,2017,3,29000,2,145,60.1,2,16999
16,2017,3,23380,2,125,60.1,2,18198
13,2020,3,5,1,145,34,3,59995
3,2020,1,103,2,145,54.3,2,36995
10,2017,2,17580,3,0,134.5,1.5,52495
5,2019,3,4754,3,140,156.9,2,30490
21,2016,3,24864,2,205,47.1,3,29480
1,2019,1,9010,2,150,72.4,1.5,16490
17,2019,1,6764,2,150,48.7,2,24990
3,2019,3,68945,1,150,45.6,2,25780
4,2017,2,26498,2,145,65.7,2,18850
24,2013,3,26356,1,200,41.5,2,13640
1,2016,1,22842,2,20,68.9,2,11991
2,2019,1,101,1,145,52.3,1.5,20980
2,2019,1,101,1,145,52.3,1.5,20980
4,2019,2,500,1,145,41.5,3,30980
4,2019,2,101,2,145,50.4,3,35980
1,2017,1,9243,1,145,52.3,1.5,14397
1,2017,1,20506,2,145,68.9,2,13040
1,2019,3,4371,2,150,67.3,2,19995
2,2019,1,7107,2,150,60.1,2,24495
1,2017,3,20031,1,30,58.9,1.5,14495
18,2019,3,13563,1,145,30.4,2,30395
4,2019,3,8464,2,145,50.4,3,32790
4,2019,3,5496,1,145,45.6,2,29990
16,2019,3,3085,1,145,40.9,1.5,26000
20,2019,3,4544,2,145,37.7,3,48940
4,2016,3,30158,2,125,60.1,2,18584
22,2019,2,7901,2,145,31.4,3,74980
5,2017,3,26478,1,145,39.2,3,28980
3,2019,3,1500,1,145,40.9,2,30980
2,2019,1,102,1,145,52.3,1.5,19980
17,2019,2,5062,2,145,61.4,2,25980
17,2019,3,2772,1,145,38.7,2,24480
1,2017,3,12869,1,145,39.8,3,21980
1,2019,2,8245,2,145,65.7,2,20780
4,2019,3,4919,2,150,51.4,3,31495
3,2019,1,2179,2,150,54.3,2,28295
3,2019,1,3367,2,150,54.3,2,27975
2,2019,3,2279,2,150,65.7,2,23995
1,2017,3,17108,2,145,61.4,2,18995
4,2020,3,1705,2,145,65.7,2,25993
2,2019,1,1000,1,145,52.3,1.5,20980
2,2019,1,1000,1,145,52.3,1.5,20980
2,2019,1,1000,1,145,52.3,1.5,20980
3,2019,2,4084,2,145,49.6,2,31980
13,2019,3,152,1,145,34,3,43480
11,2019,2,2689,1,145,29.1,3,43480
3,2019,2,1000,2,145,47.9,3,32980
18,2019,2,7439,2,145,36.7,3,40980
3,2019,2,4080,1,145,43.5,2,25480
1,2019,1,2672,1,145,41.5,1.5,23980
3,2019,3,6093,2,150,48.7,2,28980
5,2019,3,5502,2,150,62.8,2,27980
18,2019,3,6779,2,150,54.3,2,33980
3,2019,3,6382,1,150,42.2,2,25980
2,2019,3,8406,1,150,40.9,1.5,19980
3,2019,3,9122,1,150,42.2,2,24980
5,2019,3,5951,1,150,50.4,2,25980
3,2019,3,14444,1,145,47.9,2,24480
1,2019,3,8364,1,145,47.9,2,21480
2,2019,1,1000,1,145,52.3,1.5,20980
3,2017,3,39462,3,0,148.7,2,16980
2,2018,3,28000,1,145,47.9,2,19980
4,2016,1,29614,2,125,57.6,2,18980
3,2017,3,12600,2,160,51.4,3,22980
6,2015,3,65185,2,160,49.6,3,19980
5,2018,3,24866,2,145,49.6,2,23980
3,2019,2,1000,2,145,50.4,2,30980
5,2019,3,3215,2,145,60.1,2,33500
5,2019,3,1500,1,145,50.4,2,29480
2,2019,1,101,1,145,52.3,1.5,21980
24,2019,3,1817,1,145,38.7,2,29980
2,2019,1,152,1,145,42.8,1.5,19480
5,2019,2,3622,2,145,53.3,3,36980
4,2019,2,3146,2,145,58.9,2,26480
2,2019,2,4481,2,145,67.3,2,21980
4,2019,2,4429,2,145,65.7,2,24480
3,2019,3,5084,2,150,52.3,2,25980
19,2018,3,21694,2,150,54.3,2,25980
18,2019,3,9305,2,150,54.3,2,31980
20,2019,3,4484,2,150,33.6,3,51980
3,2019,3,9666,2,150,52.3,2,25980
3,2019,3,6018,2,150,52.3,2,26480
1,2019,3,7729,1,150,40.4,1.5,22980
5,2018,3,5100,2,150,46.3,2,27980
2,2019,3,7532,1,145,50.4,2,20980
2,2019,3,13844,1,145,50.4,2,21980
3,2019,3,11571,2,145,54.3,2,22980
18,2019,3,4609,2,145,54.3,2,31980
2,2019,1,1000,1,145,52.3,1.5,20980
3,2018,2,23850,2,145,60.1,2,18989
4,2017,2,14393,1,145,48.7,2,20489
3,2018,3,15588,1,145,48.7,2,17995
4,2016,2,20444,2,30,65.7,2,17600
3,2017,3,23618,2,145,62.8,2,18730
2,2019,2,7107,2,145,49.6,2,22480
2,2019,2,7995,2,145,65.7,2,21980
20,2019,3,11813,2,145,37.7,3,47980
1,2019,2,10164,2,145,68.9,1.5,18480
3,2019,3,18000,2,150,64.2,2,20980
1,2017,1,38120,2,30,65.7,2,13980
1,2018,3,10812,1,150,32.5,3,23980
1,2016,3,28000,2,20,68.9,1.5,14980
16,2014,1,47262,2,165,51.4,2,9530
16,2016,3,4622,1,165,44.8,2,22260
2,2015,1,70000,1,125,53.3,1.5,10982
5,2019,3,3457,1,145,50.4,2,26400
16,2019,1,3728,1,145,51.4,1.5,24490
1,2018,1,22492,1,145,53.3,1.5,13999
3,2016,3,70486,2,20,74.3,2,11995
19,2017,3,22768,2,145,54.3,2,24500
3,2015,1,52338,2,30,64.2,2,12950
3,2017,3,17735,1,150,48.7,2,19495
1,2019,1,12266,2,150,65.7,2,17797
3,2018,3,21941,2,150,64.2,2,18991
3,2016,2,42229,2,20,74.3,2,14795
3,2017,3,44247,2,145,67.3,2,13495
16,2018,3,29757,2,150,60.1,2,20980
3,2018,3,6900,2,150,51.4,3,24980
2,2019,3,8000,2,150,65.7,2,21980
5,2019,3,9430,2,150,53.3,3,34980
20,2019,3,9173,2,150,37.7,3,49980
1,2019,3,6000,1,145,34.5,2,31993
1,2019,3,7500,1,145,34.5,2,30123
2,2019,3,7466,2,145,65.7,2,25490
13,2016,2,33113,1,300,34,3,32983
4,2015,2,63034,2,30,65.7,2,14400
16,2016,1,51101,2,125,60.1,2,14200
1,2016,1,22499,1,125,53.3,1.5,11182
3,2017,3,28943,3,135,134.5,2,18900
4,2016,2,17944,2,30,65.7,2,18400
4,2017,3,31438,2,145,58.9,2,18991
16,2017,3,33814,2,145,57.7,2,19000
2,2019,3,1061,2,145,48.7,2,25000
2,2019,3,3630,2,145,51.4,2,21490
2,2019,3,2640,2,145,48.7,2,25250
4,2019,3,101,1,145,45.6,2,24970
17,2019,3,6036,2,145,58.9,2,27490
3,2019,3,103,1,145,42.2,2,27790
3,2019,3,103,1,145,42.2,2,27790
18,2019,3,13191,1,145,30.4,2,31400
18,2019,3,18720,1,145,30.4,2,31000
18,2019,3,8438,1,145,30.4,2,31500
3,2018,3,22620,1,150,41.5,3,25991
18,2019,3,6724,1,150,30.4,2,31800
5,2019,3,24143,2,150,65.7,2,25101
3,2018,1,26841,2,150,64.2,2,19575
4,2019,3,6188,2,145,65.7,2,26990
4,2019,3,590,2,145,47.9,3,37990
5,2019,3,5687,3,135,156.9,2,30490
16,2019,3,5354,2,145,36.7,2,25590
17,2019,3,5060,1,145,38.7,2,26920
13,2019,3,1348,1,145,34,3,41990
16,2013,1,63000,2,160,51.4,2,8990
4,2020,3,101,2,150,49.6,3,38000
4,2020,3,2882,1,145,41.5,3,30403
3,2018,3,28596,2,145,62.8,2,20000
5,2014,2,19503,2,160,51.4,3,14790
16,2013,1,47485,2,160,51.4,2,9380
4,2017,2,23163,2,30,65.7,2,18990
3,2015,1,92230,2,30,65.7,2,8190
3,2014,3,54859,2,160,52.3,3,15291
3,2014,1,53211,2,30,61.4,2,11474
18,2018,3,12726,2,150,54.3,2,29357
16,2015,3,64865,2,165,52.3,2,11141
2,2019,3,4627,2,145,48.7,2,23250
2,2019,3,4949,2,145,48.7,2,23250
4,2014,3,39801,2,160,50.4,3,17750
18,2019,3,17355,1,145,30.4,2,31000
22,2019,3,3003,2,145,33.6,3,64400
7,2016,3,34820,2,145,54.3,3,25750
16,2013,1,63000,2,160,51.4,2,8990
4,2017,3,13191,2,145,65.7,2,20604
3,2018,3,23369,2,145,64.2,2,19125
3,2017,3,51260,2,150,53.3,3,19116
19,2015,3,60059,2,150,54.3,2,19990
4,2018,1,11648,1,150,43.5,2,21991
5,2016,2,56320,2,30,62.8,2,14550
3,2017,3,34110,2,145,62.8,2,16950
5,2015,3,33910,2,160,51.4,3,17830
3,2017,2,17630,2,145,49.6,3,23400
3,2015,2,33330,2,125,60.1,2,14930
3,2016,3,36764,2,145,54.3,3,17698
16,2017,3,21346,2,145,55.4,2,19498
5,2020,3,101,2,145,53.3,3,35500
4,2017,1,19202,2,145,60.1,2,19000
20,2017,2,47717,2,235,42.8,3,35470
2,2015,3,29599,1,145,50.4,2,14120
1,2019,1,6317,1,145,41.5,1.5,23963
7,2019,3,561,2,145,42.2,3,51500
1,2017,1,17000,2,145,65.7,2,15980
3,2016,3,41492,2,30,67.3,2,14980
2,2017,3,27483,1,30,55.4,1.5,13980
5,2019,3,9440,2,145,65.7,2,26650
5,2019,3,7902,2,145,65.7,2,26650
3,2017,3,30171,2,145,64.2,2,17141
18,2015,3,51111,2,205,47.1,3,20491
6,2017,3,23451,2,200,49.6,3,22991
4,2020,3,1418,2,145,50.4,3,31503
5,2017,3,48457,2,145,68.9,2,19000
4,2019,3,7384,2,145,51.4,3,28480
2,2019,1,9326,2,145,60.1,2,21980
2,2020,3,10,2,145,53.3,2,21480
16,2019,1,5455,1,150,39.8,1.5,22450
4,2017,3,35519,2,30,65.7,2,17490
13,2016,3,30241,1,300,34,3,29990
3,2019,3,4320,1,145,42.2,2,26950
18,2018,3,35332,1,145,34.5,3,31500
13,2016,3,23212,1,300,34,3,32998
16,2017,1,50435,2,20,68.9,2,13500
20,2017,2,24498,1,145,29.1,4.4,37498
3,2017,2,16678,2,145,56.5,3,20998
2,2017,3,2210,1,150,55.4,1.5,16498
3,2017,3,62576,2,20,70.6,2,12998
2,2016,1,83850,2,0,74.3,1.5,8498
2,2018,3,9933,1,145,38.2,2,19980
2,2019,3,2083,1,145,50.4,2,22980
2,2019,3,1223,2,145,49.6,2,23780
1,2019,1,2841,1,145,44.1,1.5,21980
17,2019,3,2370,2,145,48.7,2,28500
20,2019,2,5720,2,145,37.7,3,50980
1,2019,3,9908,1,150,47.9,2,20440
1,2019,1,6088,1,150,52.3,1.5,18440
3,2019,3,4665,2,150,52.3,2,27440
7,2019,3,10135,1,150,34.5,3,44980
3,2019,3,2212,2,150,48.7,2,28440
8,2019,3,2395,1,145,33.2,3,53980
16,2020,3,1550,2,145,53.3,2,28940
4,2019,3,10125,2,145,58.9,2,24250
3,2018,3,7673,1,145,48.7,2,21800
17,2019,3,1914,1,145,39.8,2,28750
5,2018,3,10799,2,145,72.4,2,22490
3,2019,3,8190,2,145,48.7,2,29250
3,2019,3,16086,1,145,48.7,2,21400
3,2019,3,4394,2,150,53.3,2,23480
2,2020,3,15,1,150,50.4,2,21950
2,2020,3,10,1,150,42.2,1.5,20480
4,2019,3,101,2,145,65.7,2,25440
2,2019,3,101,2,145,67.3,2,21950
18,2019,3,105,2,145,54.3,2,36440
3,2017,3,15762,2,145,53.3,3,19980
2,2019,1,7168,1,145,52.3,1.5,17980
1,2016,1,27696,2,30,65.7,2,12980
3,2019,3,6108,1,145,51.4,1.5,20440
1,2019,1,5869,2,145,70.6,1.5,17980
4,2019,3,7937,2,145,65.7,2,23850
3,2019,3,6865,2,145,52.3,2,27940
1,2019,3,4512,2,145,68.9,1.5,18440
3,2019,3,5915,2,145,53.3,2,25940
3,2019,3,7983,2,145,48.7,2,29440
20,2019,3,1486,2,145,37.7,3,46440
24,2019,3,8998,1,145,38.7,2,27950
